Date;c;o;l;h;volume
2021-03-26;64.57;62.01;61.85;64.89;147735
2021-03-25;61.95;63.99;60.98;64.19;202575
2021-03-24;64.41;60.5;60.47;64.57;255118
2021-03-23;60.79;64.3;60.27;64.3;392600
2021-03-22;64.62;64.53;63.45;65.12;236341
2021-03-19;64.53;62.99;62.07;64.95;446114
2021-03-18;63.28;67.77;61.45;68.15;516083
2021-03-17;68;68.39;66.96;68.89;309756
2021-03-16;68.39;68.81;67.36;68.94;248993
2021-03-15;68.88;69.08;67.82;70.03;262595
2021-03-12;69.22;69.59;69.03;69.9;251538
2021-03-11;69.63;68.45;67.99;69.84;289609
2021-03-10;67.9;67.46;66.5;68.42;361943
2021-03-09;67.52;68.13;67.12;69.33;302605
2021-03-08;68.24;69.97;67.8;71.38;352594
2021-03-05;69.36;67.16;66.67;69.69;361763
2021-03-04;66.74;64.1;63.33;67.75;510680
2021-03-03;64.07;62.38;62.38;64.7;341674
2021-03-02;62.7;63.12;62.38;64.13;367119
2021-03-01;63.69;64.85;63.17;65.93;291908
2021-02-26;66.13;66.89;65.72;66.9;16102
2021-02-25;66.88;67.2;66.48;67.7;109645
2021-02-24;67.04;65.06;64.8;67.31;129712
2021-02-23;65.37;65.51;64.47;66.79;231183
2021-02-22;65.24;62.68;62.55;65.85;213746
2021-02-19;62.91;63.3;62.09;63.94;305827
2021-02-18;63.93;65.02;63.22;65.52;420556
2021-02-17;64.34;63.15;62.73;64.96;391262
2021-02-16;63.35;63.47;62.69;63.7;284666
2021-02-15;63.3;62.83;62.82;63.76;220383
2021-02-12;62.43;60.82;60.35;62.83;307715
2021-02-11;61.14;61.01;60.72;61.5;209685
2021-02-10;61.47;61.21;60.87;61.69;287707
2021-02-09;61.09;60.8;60.05;61.34;319502
2021-02-08;60.56;59.43;59.43;60.72;269312
2021-02-05;59.34;59.17;59.08;59.79;229424
2021-02-04;58.84;58.59;58.04;59.12;244072
2021-02-03;58.46;57.85;57.5;58.94;276856
2021-02-02;57.46;56.35;56.33;58.05;337679
2021-02-01;56.35;54.91;54.6;56.53;288247
2021-01-29;55.88;55.52;55.31;56.37;19936
2021-01-28;55.53;55.41;55.31;56.59;122476
2021-01-27;55.81;56.05;55.2;56.49;132411
2021-01-26;55.91;55.93;55.39;56.34;163201
2021-01-25;55.88;55.26;55.07;56.02;198274
2021-01-22;55.41;56;54.48;56.03;269369
2021-01-21;56.1;55.82;55.49;56.24;254591
2021-01-20;56.08;56.07;55.66;56.64;310886
2021-01-19;55.9;55.01;54.89;56.08;261102
2021-01-18;54.75;54.75;54.49;55.21;142865
2021-01-15;55.1;56.41;54.64;56.5;298410
2021-01-14;56.42;55.93;55.24;56.57;331293
2021-01-13;56.06;56.83;55.77;57.42;324295
2021-01-12;56.58;55.66;55.51;56.79;288141
2021-01-11;55.66;56.24;54.99;56.39;295066
2021-01-08;55.99;54.56;54.34;56.36;336650
2021-01-07;54.38;54.13;53.94;54.9;267188
2021-01-06;54.3;53.52;53.02;54.73;414408
2021-01-05;53.6;50.95;50.7;53.9;455351
2021-01-04;51.09;51.5;50.56;53.33;382895
2020-12-31;51.8;51.49;50.9;51.84;133224
2020-12-30;51.34;51.32;51.04;51.56;17631
2020-12-29;51.09;51.02;50.86;51.63;91332
2020-12-28;50.86;51.25;50.53;52.02;81059
2020-12-24;51.29;51.11;50.62;51.77;96688
2020-12-23;51.2;49.7;49.2;51.59;182631
2020-12-22;50.08;50.65;49.56;50.86;194100
2020-12-21;50.91;52.22;49.2;52.32;288737
2020-12-18;52.26;51.43;51.13;52.48;246122
2020-12-17;51.5;51.12;51.08;51.9;233882
2020-12-16;51.08;50.64;50.34;51.2;222737
2020-12-15;50.76;50.3;49.78;50.89;190547
2020-12-14;50.29;50.05;49.13;50.8;236959
2020-12-11;49.97;50.45;49.74;50.74;231871
2020-12-10;50.25;49;48.86;51.06;288732
2020-12-09;48.86;48.84;48.4;49.55;267786
2020-12-08;48.84;48.58;48.09;49;225236
2020-12-07;48.79;49.23;48.4;49.43;207513
2020-12-04;49.25;48.96;48.84;49.92;253637
2020-12-03;48.71;48;47.67;48.94;274725
2020-12-02;48.25;47.05;46.82;48.76;285740
2020-12-01;47.42;47.79;46.88;48.3;258685
2020-11-30;47.59;47.91;46.85;47.99;20676
2020-11-27;48.18;47.81;47.34;48.44;87751
2020-11-26;47.8;48.76;47.53;49.09;88757
2020-11-25;48.61;47.8;47.72;49.06;231031
2020-11-24;47.86;45.9;45.89;48.03;263239
2020-11-23;46.06;45.08;44.89;46.12;267249
2020-11-20;44.96;44.15;44.05;45.24;264010
2020-11-19;44.2;43.96;43.79;44.57;210299
2020-11-18;44.34;43.75;43.48;44.89;242879
2020-11-17;43.75;43.89;43.08;44.25;226352
2020-11-16;43.82;42.71;42.71;44.67;268433
2020-11-13;42.78;43.2;42.63;43.34;216736
2020-11-12;43.53;43.73;43.26;44.5;266038
2020-11-11;43.8;43.77;43.6;45.3;346768
2020-11-10;43.61;41.75;41.71;44.11;315249
2020-11-09;42.4;39.65;39.46;43.48;393050
2020-11-06;39.45;40.63;39.34;40.69;255440
2020-11-05;40.93;40.96;40.33;41.53;219195
2020-11-04;41.23;40.13;39.42;41.33;250866
2020-11-03;39.71;39.26;38.65;40.45;278628
2020-11-02;38.97;37.37;35.74;39.36;326074
2020-10-30;37.46;37.5;36.8;38.1;20191
2020-10-29;37.65;39.16;36.64;39.45;112491
2020-10-28;39.12;40.61;38.75;40.7;163831
2020-10-27;41.2;40.5;40.4;41.47;207540
2020-10-26;40.46;41.53;40.22;41.63;210531
2020-10-23;41.77;42.4;41.5;42.8;205213
2020-10-22;42.46;41.59;41.46;42.79;257199
2020-10-21;41.73;42.91;41.45;43.04;268884
2020-10-20;43.16;42.45;42.19;43.3;252053
2020-10-19;42.62;42.69;42.36;43.23;209058
2020-10-16;42.93;43.1;42.27;43.21;197161
2020-10-15;43.16;43.45;41.56;43.48;295275
2020-10-14;43.32;42.43;42.13;43.45;279124
2020-10-13;42.45;41.81;41.66;42.68;227845
2020-10-12;41.72;42.6;41.36;42.71;238874
2020-10-09;42.85;43.36;42.61;43.57;254615
2020-10-08;43.34;42.15;41.86;43.47;266260
2020-10-07;41.99;41.85;41.36;42.42;241200
2020-10-06;42.65;41.41;41.22;42.84;291684
2020-10-05;41.29;39.19;39.14;41.78;273764
2020-10-02;39.27;40.65;38.79;40.77;337414
2020-10-01;40.93;42.17;39.92;42.56;338718
2020-09-30;40.95;40.66;40.3;40.98;19377
2020-09-29;41.03;42.47;40.43;42.52;91595
2020-09-28;42.43;41.87;41.48;42.62;91824
2020-09-25;41.92;41.85;41.52;42.33;129401
2020-09-24;41.94;41.36;41.27;42.02;162931
2020-09-23;41.77;41.67;41.21;42.62;183876
2020-09-22;41.72;41.79;41.21;42.2;210739
2020-09-21;41.44;43.01;40.96;43.3;217355
2020-09-18;43.15;43.22;42.53;43.8;204656
2020-09-17;43.3;42.32;41.5;43.5;237399
2020-09-16;42.22;40.72;40.59;42.44;237248
2020-09-15;40.53;39.7;39.39;40.82;214799
2020-09-14;39.61;39.78;39.3;40.09;200092
2020-09-11;39.83;39.96;39.38;40.34;211875
2020-09-10;40.06;40.58;39.71;40.96;208856
2020-09-09;40.79;39.65;39.37;41.2;278218
2020-09-08;39.78;42.08;39.31;42.23;363526
2020-09-07;42.01;42.2;41.51;42.43;122980
2020-09-04;42.66;43.76;42.3;44.54;270957
2020-09-03;44.07;44.65;43.15;44.65;274933
2020-09-02;44.43;45.83;44.2;46.05;260137
2020-09-01;45.58;45.6;45.47;46.22;206724
2020-08-31;45.28;45.8;45.21;46.53;174307
2020-08-28;45.05;45.1;44.8;45.3;21143
2020-08-27;45.09;45.7;44.56;45.87;102255
2020-08-26;45.64;45.97;45.54;46.1;132506
2020-08-25;45.86;45.12;45.08;46.07;178305
2020-08-24;45.13;44.5;44.29;45.18;176636
2020-08-21;44.35;45.03;43.59;45.08;221992
2020-08-20;44.9;45.14;44.02;45.18;249744
2020-08-19;45.37;45.17;44.81;45.48;174884
2020-08-18;45.46;45.27;44.76;45.55;181686
2020-08-17;45.37;44.86;44.53;45.41;164226
2020-08-14;44.8;45.29;44.47;45.29;151463
2020-08-13;44.96;45.32;44.82;45.58;148411
2020-08-12;45.43;44.62;44.49;45.63;166478
2020-08-11;44.5;45.05;44.39;45.79;202739
2020-08-10;44.99;44.66;44.37;45.26;135301
2020-08-07;44.4;45.15;44.27;45.3;171719
2020-08-06;45.09;45.32;44.85;45.71;184521
2020-08-05;45.17;44.28;44.24;46.23;246975
2020-08-04;44.43;43.84;43.24;44.82;227118
2020-08-03;44.15;43.53;42.89;44.46;198700
2020-07-31;43.3;43.29;43.05;43.44;14417
2020-07-30;42.94;43.73;41.38;43.8;63196
2020-07-29;43.75;43.31;43.2;43.95;64917
2020-07-28;43.22;43.55;43;43.84;107335
2020-07-27;43.41;43.35;42.39;43.77;174749
2020-07-24;43.34;43.27;42.79;43.9;191054
2020-07-23;43.31;44.1;43.13;44.77;262235
2020-07-22;44.29;44.03;43.62;44.4;202158
2020-07-21;44.32;43.17;43.16;44.89;229784
2020-07-20;43.28;43.08;42.36;43.45;179430
2020-07-17;43.14;43.4;42.64;43.45;162402
2020-07-16;43.37;43.71;43.14;43.8;172155
2020-07-15;43.79;43.07;42.7;43.85;232180
2020-07-14;42.9;42.24;41.8;43.22;221116
2020-07-13;42.72;43.12;42.14;43.34;200310
2020-07-10;43.24;42.36;41.32;43.42;214048
2020-07-09;42.35;43.3;41.94;43.5;237751
2020-07-08;43.29;42.81;42.75;43.47;185142
2020-07-07;43.08;43.13;42.46;43.45;183230
2020-07-06;43.1;42.79;42.74;43.71;185020
2020-07-03;42.8;42.76;42.32;42.99;96783
2020-07-02;43.14;41.84;41.73;43.23;196692
2020-07-01;42.03;41.58;41.03;42.62;252515
2020-06-30;41.15;41.33;40.9;41.62;12599
2020-06-29;41.71;40.56;40.04;41.95;86776
2020-06-26;41.02;41.44;40.29;41.81;120321
2020-06-25;41.05;40.35;39.47;41.64;166049
2020-06-24;40.31;42.45;39.63;42.89;195717
2020-06-23;42.63;43.21;42.21;43.93;183029
2020-06-22;43.08;41.74;41.58;43.18;187649
2020-06-19;42.19;41.72;41.03;42.92;217494
2020-06-18;41.51;40.43;40.06;41.64;175785
2020-06-17;40.71;40.61;40.03;41.46;175235
2020-06-16;40.96;39.94;38.95;41.65;248578
2020-06-15;39.72;38.8;37.24;39.9;215424
2020-06-12;38.73;37.88;37.01;39.45;237894
2020-06-11;38.55;40.95;37.82;41.01;290169
2020-06-10;41.73;40.72;40.14;41.99;234192
2020-06-09;41.18;41.1;39.85;41.45;222358
2020-06-08;40.8;42.4;40.68;43.41;227881
2020-06-05;42.3;39.84;39.72;42.48;250309
2020-06-04;39.99;39.6;39.04;40.1;172605
2020-06-03;39.79;39.75;38.76;40.53;239425
2020-06-02;39.57;38.34;38.26;39.75;205218
2020-06-01;38.32;37.56;37.18;38.68;212783
2020-05-29;35.33;35.15;34.06;35.37;14712
2020-05-28;35.29;33.92;33.62;35.95;70994
2020-05-27;34.74;35.93;33.98;36.16;112247
2020-05-26;36.17;35.66;35.26;36.68;129983
2020-05-25;35.53;34.98;34.46;35.97;28955
2020-05-22;35.13;36.18;33.54;36.23;174586
2020-05-21;36.06;35.82;35.75;36.98;178546
2020-05-20;35.75;34.45;34.38;36.46;191265
2020-05-19;34.65;35.66;34.2;35.76;188927
2020-05-18;34.81;32.78;32.69;35.72;232249
2020-05-15;32.5;31.52;30.94;32.91;211277
2020-05-14;31.13;29.52;28.88;31.55;222209
2020-05-13;29.19;29.35;28.86;30.55;221112
2020-05-12;29.98;30.07;29.35;30.7;202469
2020-05-11;29.63;30.7;29.35;31.47;242212
2020-05-08;30.97;29.6;29.43;31.14;147304
2020-05-07;29.46;29.64;29.08;31.84;259890
2020-05-06;29.72;32.27;28.66;32.27;268457
2020-05-05;30.97;28.1;27.77;32.06;267135
2020-05-04;27.2;26.1;25.5;28.08;215728
2020-05-01;26.44;26.95;25.76;27.88;216975
2020-04-30;25.27;22.87;22.87;25.76;9690
2020-04-29;22.54;20.66;20.53;23.88;86548
2020-04-28;20.46;19.9;18.73;21.29;123224
2020-04-27;19.99;21.55;19.11;21.91;162388
2020-04-24;21.44;21.93;20.5;22.7;186999
2020-04-23;21.33;20.89;20.07;23.22;256303
2020-04-22;20.37;20.23;15.98;22.45;344764
2020-04-21;19.33;26.33;17.51;26.5;637214
2020-04-20;25.57;28.05;25.37;28.25;361825
2020-04-17;28.08;28.66;27.58;28.93;286171
2020-04-16;27.82;28.05;27.2;29;272978
2020-04-15;27.69;30.26;27.16;30.33;284337
2020-04-14;29.6;32.25;29.38;32.32;297548
2020-04-13;31.74;33.99;30.63;33.99;223294
2020-04-09;31.48;33.82;31.18;36.4;492998
2020-04-08;32.84;32.63;31.54;33.87;320612
2020-04-07;31.87;33.66;31.74;34.18;303419
2020-04-06;33.05;31.76;30.03;34.24;296072
2020-04-03;34.11;29.89;28.25;35;541275
2020-04-02;29.94;25.61;25.45;36.29;612268
2020-04-01;24.74;25.99;24.52;26.28;347286
2020-03-31;22.74;23;22.59;23.87;14774
2020-03-30;22.76;23.85;21.65;24.44;62080
2020-03-27;24.93;26.68;24.13;27;112739
2020-03-26;26.34;27.35;26.03;27.75;139178
2020-03-25;27.39;27.8;25.68;28.29;154936
2020-03-24;27.15;27.72;26.69;28.65;198906
2020-03-23;27.03;26.75;24.68;27.54;257591
2020-03-20;26.98;28.1;26.81;30.94;313837
2020-03-19;28.47;27.19;24.96;29.42;335723
2020-03-18;24.88;28.4;24.52;29.21;348397
2020-03-17;28.73;30.14;28.5;31.25;270240
2020-03-16;30.05;35.82;29.45;35.84;330119
2020-03-13;33.85;32.85;32.5;36.15;360628
2020-03-12;33.22;35.99;32.5;36.46;472738
2020-03-11;35.79;37.27;35.35;39.7;471772
2020-03-10;37.22;35.84;35;38.22;551292
2020-03-09;34.36;38.28;31.02;38.34;779723
2020-03-06;45.27;50.25;45.18;50.45;636391
2020-03-05;49.99;51.66;49.7;52.04;361035
2020-03-04;51.13;52.11;51.04;53.03;363501
2020-03-03;51.86;53.47;51.22;53.9;407554
2020-03-02;51.9;48.95;48.4;53.2;417555
2020-02-28;50.52;51.42;50.05;51.52;20359
2020-02-27;52.18;53.18;50.97;53.25;112157
2020-02-26;53.43;55.13;53.03;55.45;171495
2020-02-25;54.95;56.46;54.62;56.98;210280
2020-02-24;56.3;57.85;55.13;57.86;236331
2020-02-21;58.5;59;57.73;59.25;236494
2020-02-20;59.31;59.31;58.9;60;268649
2020-02-19;59.12;57.6;57.51;59.4;262150
2020-02-18;57.75;57.35;56.3;57.83;249196
2020-02-17;57.67;57.29;56.83;57.7;115337
2020-02-14;57.32;56.41;56.15;57.53;258139
2020-02-13;56.34;55.75;54.96;56.83;325512
2020-02-12;55.79;54.41;54.39;56.36;305454
2020-02-11;54.01;53.62;53.6;54.69;272814
2020-02-10;53.27;54.2;53.11;54.71;280175
2020-02-07;54.47;55.14;54.21;55.4;270802
2020-02-06;54.93;55.56;54.25;56.58;379871
2020-02-05;55.28;54.05;54.05;56.46;412265
2020-02-04;53.96;54.33;53.69;55.65;409857
2020-02-03;54.45;56.16;54.08;56.77;477224
2020-01-31;58.16;59.3;57.94;59.45;19601
2020-01-30;58.29;59.6;57.71;59.65;104274
2020-01-29;59.81;59.86;59.26;60.62;142684
2020-01-28;59.51;59.03;58.5;60.12;248947
2020-01-27;59.32;60.23;58.5;60.49;259770
2020-01-24;60.69;62.01;60.25;62.46;257949
2020-01-23;62.04;62.68;61.25;62.69;361905
2020-01-22;63.21;64.57;62.62;64.58;273296
2020-01-21;64.59;65.26;64.06;65.35;248555
2020-01-20;65.2;65.98;64.92;66;154790
2020-01-17;64.85;64.69;64.48;65.6;238639
2020-01-16;64.62;64.26;63.9;64.97;220168
2020-01-15;64;64.44;63.55;64.6;229526
2020-01-14;64.49;64.29;63.92;65.05;270499
2020-01-13;64.2;65.13;63.92;65.27;262472
2020-01-10;64.98;65.29;64.86;65.66;272171
2020-01-09;65.37;66;64.56;66.1;364446
2020-01-08;65.44;71.22;64.94;71.75;560891
2020-01-07;68.27;68.63;67.65;68.75;284919
2020-01-06;68.91;69.35;68.21;70.74;341137
2020-01-03;68.6;66.28;66.22;69.5;479696
2020-01-02;66.25;66.41;65.72;66.58;205689
2019-12-31;66;66.65;65.63;66.93;171009
2019-12-30;68.44;68.2;68.16;68.99;29417
2019-12-27;68.16;67.91;67.57;68.33;112219
2019-12-26;67.92;67.27;67.22;67.99;69821
2019-12-24;67.2;66.44;66.36;67.26;106430
2019-12-23;66.39;66.15;65.81;66.62;131417
2019-12-20;66.14;66.56;65.7;66.72;217977
2019-12-19;66.54;66.19;66.03;66.78;249537
2019-12-18;66.17;65.84;65.56;66.43;262339
2019-12-17;66.1;65.31;65.12;66.24;245832
2019-12-16;65.34;65.05;64.88;65.66;186087
2019-12-13;65.22;64.56;64.5;65.79;232747
2019-12-12;64.2;63.9;63.87;64.85;238305
2019-12-11;63.72;64;63.01;64.26;250138
2019-12-10;64.34;64.03;63.78;64.69;235193
2019-12-09;64.25;64.29;63.61;64.5;239772
2019-12-06;64.39;63.41;62.83;64.88;314600
2019-12-05;63.39;62.97;62.75;63.91;294838
2019-12-04;63;61.08;61;63.51;319042
2019-12-03;60.82;61.05;60.3;61.58;248550
2019-12-02;60.92;60.73;60.72;62.09;297874
2019-11-29;62.43;63.77;62.36;63.86;19645
2019-11-28;63.87;63.91;63.19;64;96083
2019-11-27;64.06;64.02;63.51;64.6;125474
2019-11-26;64.27;63.7;63.44;64.32;181095
2019-11-25;63.65;63.6;62.97;63.8;212053
2019-11-22;63.39;63.62;62.98;64.27;228744
2019-11-21;63.97;62.22;61.92;64.03;318487
2019-11-20;62.4;60.94;60.3;62.8;343310
2019-11-19;60.91;62.28;60.7;62.57;296802
2019-11-18;62.44;63.36;61.94;63.57;228249
2019-11-15;63.3;62.47;61.7;63.65;255681
2019-11-14;62.28;62.61;62.15;63.21;234780
2019-11-13;62.37;61.85;61.22;62.74;273025
2019-11-12;62.06;62.11;61.82;62.85;238171
2019-11-11;62.18;62.6;61.57;62.76;213342
2019-11-08;62.51;62.29;60.66;62.7;287672
2019-11-07;62.29;61.73;61.65;62.89;261072
2019-11-06;61.74;62.78;61.59;63.32;275935
2019-11-05;62.96;62.04;61.85;63.19;231665
2019-11-04;62.13;61.8;61.28;62.78;235379
2019-11-01;61.69;59.45;59.4;61.82;236093
2019-10-31;60.23;60.57;60.07;61.13;13898
2019-10-30;60.61;61.6;60.45;61.93;105869
2019-10-29;61.59;61.61;60.66;61.98;136930
2019-10-28;61.57;62.04;61.19;62.34;167855
2019-10-25;62.02;61.5;60.93;62.11;204446
2019-10-24;61.67;60.99;60.64;61.9;215542
2019-10-23;61.17;59.48;58.85;61.3;313229
2019-10-22;59.7;59.05;58.75;60.26;260598
2019-10-21;58.96;59.23;58.26;59.55;212574
2019-10-18;59.42;59.78;59.01;60.29;228144
2019-10-17;59.91;58.99;58.69;60.04;269842
2019-10-16;59.42;58.9;58.36;59.75;257875
2019-10-15;58.74;59.3;58;59.68;305682
2019-10-14;59.35;60.69;58.5;60.73;283065
2019-10-11;60.51;59.53;59.21;60.69;367632
2019-10-10;59.1;58.04;57.8;59.6;262531
2019-10-09;58.32;58.02;57.91;59.35;266484
2019-10-08;58.24;58.47;57.38;58.92;274743
2019-10-07;58.35;58.02;58.02;59.68;228408
2019-10-04;58.37;57.69;57.67;58.96;299922
2019-10-03;57.71;57.54;56.15;57.99;336903
2019-10-02;57.69;59.25;57.22;59.5;307905
2019-10-01;58.89;59.38;58.41;60.1;291672
2019-09-30;60.78;62.24;60.73;62.24;22010
2019-09-27;61.91;62.48;60.76;62.75;97328
2019-09-26;62.74;62.58;61.45;62.92;115573
2019-09-25;62.39;62.44;61.23;62.81;201466
2019-09-24;63.1;64.4;62.3;64.6;216276
2019-09-23;64.77;65.23;63.53;65.5;204777
2019-09-20;64.28;65;64.05;65.28;224881
2019-09-19;64.4;63.51;63.46;65.57;258848
2019-09-18;63.6;64.23;63.04;64.99;295047
2019-09-17;64.55;68.15;63.55;69.26;620494
2019-09-16;69.02;66.45;64.75;71.95;735539
2019-09-13;60.22;60.45;59.6;60.81;195827
2019-09-12;60.38;61.16;58.92;61.39;358089
2019-09-11;60.81;62.88;60.52;63.27;315118
2019-09-10;62.38;62.82;62.17;63.78;267549
2019-09-09;62.59;61.6;61.57;63;249708
2019-09-06;61.54;60.81;59.4;61.88;287357
2019-09-05;60.95;60.49;60.25;62.4;292058
2019-09-04;60.7;58.17;58.13;60.96;283104
2019-09-03;58.26;58.54;57.23;58.87;265120
2019-09-02;58.66;58.8;58.1;59.26;121642
2019-08-30;60.43;60.98;60.25;61.17;25136
2019-08-29;61.08;60.48;59.98;61.19;131090
2019-08-28;60.49;60.04;59.8;61;134262
2019-08-27;59.51;58.8;58.51;60.17;218373
2019-08-26;58.7;58.35;58.24;60.17;183297
2019-08-23;59.34;60.11;58.3;60.29;321242
2019-08-22;59.92;60.43;59.47;60.89;276113
2019-08-21;60.3;60.11;60.07;61.41;269681
2019-08-20;60.03;59.68;58.95;60.32;245249
2019-08-19;59.74;58.72;58.64;59.92;211453
2019-08-16;58.64;58.41;58.28;59.5;209433
2019-08-15;58.23;59.07;57.67;59.42;298674
2019-08-14;59.48;61.07;58.21;61.08;320431
2019-08-13;61.3;58.47;58;61.5;338076
2019-08-12;58.57;58.3;57.88;58.88;221349
2019-08-09;58.53;57.74;57.11;59.1;281803
2019-08-08;57.38;57.48;56.77;58.01;299685
2019-08-07;56.23;58.68;55.88;59.23;485190
2019-08-06;58.94;59.56;58.55;60.56;328149
2019-08-05;59.81;61.46;59.66;61.56;378858
2019-08-02;61.89;61.16;60.98;62.95;364137
2019-08-01;60.5;64.09;60.02;64.54;433719
2019-07-31;65.17;64.95;64.95;65.42;18763
2019-07-30;64.72;63.91;63.9;65.14;86101
2019-07-29;63.71;63.32;62.92;63.9;101701
2019-07-26;63.46;63.28;63.01;63.96;159856
2019-07-25;63.39;63.21;63.01;64.23;169836
2019-07-24;63.18;64.13;62.59;64.66;301507
2019-07-23;63.83;63.26;62.66;64.46;272729
2019-07-22;63.26;63.05;62.77;64.03;267778
2019-07-19;62.47;62.5;61.83;63.37;298982
2019-07-18;61.93;63.52;61.29;64.46;374891
2019-07-17;63.66;64.44;63.22;65.28;274930
2019-07-16;64.35;66.31;63.82;67.09;356735
2019-07-15;66.48;66.87;66.11;67.47;283089
2019-07-12;66.72;66.83;66.51;67.29;244702
2019-07-11;66.52;66.81;66.43;67.65;283017
2019-07-10;67.01;64.78;64.63;67.12;349513
2019-07-09;64.16;63.81;63.76;64.75;263889
2019-07-08;64.11;64.34;63.79;65.14;253820
2019-07-05;64.23;63.27;62.91;64.52;203540
2019-07-04;63.3;63.88;62.95;64.07;114984
2019-07-03;63.82;62.9;62.09;64.01;281750
2019-07-02;62.4;64.8;62.22;65.51;386941
2019-07-01;65.06;65.05;64.22;66.75;361414
2019-06-28;66.55;66.51;66.08;66.84;34615
2019-06-27;66.55;66.05;65.63;66.82;103162
2019-06-26;66.49;65.8;65.6;66.85;141948
2019-06-25;65.05;64.89;64.17;65.98;205803
2019-06-24;64.86;65.5;64.08;65.79;217443
2019-06-21;65.2;64.86;64;65.76;257918
2019-06-20;64.45;62.45;62.4;64.82;394165
2019-06-19;61.82;62.4;61.4;62.55;320057
2019-06-18;62.14;60.93;60.25;62.84;327700
2019-06-17;60.94;62.07;60.74;62.37;236161
2019-06-14;62.01;61.25;60.74;62.57;262307
2019-06-13;61.31;59.94;59.78;62.64;435419
2019-06-12;59.97;61.79;59.57;61.85;343207
2019-06-11;62.29;62.3;62.01;62.87;302739
2019-06-10;62.29;63.58;62.05;64.1;278494
2019-06-07;63.29;62.4;61.77;63.59;307962
2019-06-06;61.67;60.4;60.22;62.43;343637
2019-06-05;60.63;61.58;59.45;62.27;428010
2019-06-04;61.97;61;60.21;62.12;370265
2019-06-03;61.28;61.64;60.55;62.84;386555
2019-05-31;64.49;66.24;64.37;66.28;21748
2019-05-30;66.87;69.68;66.31;69.96;105271
2019-05-29;69.45;70.1;68.08;70.1;148475
2019-05-28;70.11;69.99;69.58;70.59;238881
2019-05-27;70.11;69.15;68.53;70.23;72179
2019-05-24;68.69;67.99;67.33;69.3;292087
2019-05-23;67.76;70.86;67.02;70.97;434538
2019-05-22;70.99;71.91;70.42;72.04;371518
2019-05-21;72.18;72.15;71.63;72.52;303740
2019-05-20;71.97;72.5;71.6;73.4;301978
2019-05-17;72.21;72.82;71.79;73.23;255528
2019-05-16;72.62;72.05;71.82;73.36;326435
2019-05-15;71.77;70.9;70.42;72.25;272443
2019-05-14;71.24;70.02;69.93;71.65;299769
2019-05-13;70.23;70.83;69.72;72.58;373469
2019-05-10;70.62;70.45;70.18;71.23;300458
2019-05-09;70.39;70.23;69.4;70.65;328735
2019-05-08;70.37;69.88;69.33;70.7;295443
2019-05-07;69.88;71.15;69.38;71.33;332066
2019-05-06;71.24;70.59;68.79;71.79;227024
2019-05-03;70.85;70.48;69.95;71.54;249814
2019-05-02;70.75;72;69.68;72.22;346632
2019-05-01;72.18;71.73;71.3;72.36;230800
2019-04-30;72.8;71.94;71.73;73.27;25336
2019-04-29;72.04;71.56;71.06;72.5;147412
2019-04-26;72.15;74.2;71.3;74.42;222889
2019-04-25;74.35;74.46;74;75.6;309211
2019-04-24;74.57;74.27;74.02;74.73;276670
2019-04-23;74.51;74.38;73.99;74.73;308989
2019-04-22;74.04;71.93;71.86;74.52;305172
2019-04-18;71.97;71.63;71.2;72.04;259040
2019-04-17;71.62;71.83;71.45;72.27;276611
2019-04-16;71.72;71.21;70.74;71.95;273904
2019-04-15;71.18;71.55;70.78;71.6;219152
2019-04-12;71.55;70.95;70.9;71.87;237220
2019-04-11;70.83;71.56;70.57;71.68;278088
2019-04-10;71.73;70.82;70.57;71.78;288893
2019-04-09;70.61;71.19;70.3;71.34;267491
2019-04-08;71.1;70.56;70.43;71.19;288128
2019-04-05;70.34;69.13;68.92;70.48;263869
2019-04-04;69.4;69.44;68.87;70.03;281879
2019-04-03;69.31;69.47;68.8;69.96;341499
2019-04-02;69.37;69.22;68.69;69.58;299300
2019-04-01;69.01;67.58;67.58;69.22;320766
2019-03-29;68.39;68.01;67.81;68.89;20624
2019-03-28;67.82;67.75;66.54;68;131643
2019-03-27;67.83;67.9;67.19;68.35;148148
